Textbox_UWAGA2,Textbox_PARAMETRY
RETAIL PRICES OF SELECTED CONSUMER NON-FOODSTUFFS AND SERVICES - MONTHLY [ZL],"Year: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023
Month: I, II, III, IV, V, VI, VII, VIII, IX, X, XI, XII
Territorial unit: Poland"

Textbox2,KOD_TOWARY_NZYWN,KOD_ROKU,WARTOSC_OST_blok9
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2020 X,4.63
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2020 XI,4.63
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2020 XII,4.63
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 I,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 II,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 III,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 IV,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 V,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 VI,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 VII,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 VIII,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 IX,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 X,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 XI,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2021 XII,3.30
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 I,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 II,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 III,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 IV,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 V,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 VI,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 VII,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 VIII,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 IX,3.60
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 X,3.90
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 XI,3.90
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2022 XII,3.90
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2023 I,3.90
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2023 II,3.90
Specification,"Stamp for unregistered letter, standard domestic delivery, up to 50 g",2023 III,3.90
Specification,TV 32 inches,2010 I,1986.02
Specification,TV 32 inches,2010 II,1967.74
Specification,TV 32 inches,2010 III,1917.70
Specification,TV 32 inches,2010 IV,1876.59
Specification,TV 32 inches,2010 V,1838.45
Specification,TV 32 inches,2010 VI,1821.63
Specification,TV 32 inches,2010 VII,1827.88
Specification,TV 32 inches,2010 VIII,1849.24
Specification,TV 32 inches,2010 IX,1861.73
Specification,TV 32 inches,2010 X,1833.50
Specification,TV 32 inches,2010 XI,1809.55
Specification,TV 32 inches,2010 XII,1782.80
Specification,TV 32 inches,2011 I,1762.21
Specification,TV 32 inches,2011 II,1737.52
Specification,TV 32 inches,2011 III,1699.10
Specification,TV 32 inches,2011 IV,1642.80
Specification,TV 32 inches,2011 V,1632.62
Specification,TV 32 inches,2011 VI,1606.92
Specification,TV 32 inches,2011 VII,1577.14
Specification,TV 32 inches,2011 VIII,1566.18
Specification,TV 32 inches,2011 IX,1563.27
Specification,TV 32 inches,2011 X,1538.94
Specification,TV 32 inches,2011 XI,1540.81
Specification,TV 32 inches,2011 XII,1546.46
Specification,TV 32 inches,2012 I,2170.69
Specification,TV 32 inches,2012 II,2184.85
Specification,TV 32 inches,2012 III,2212.93
Specification,TV 32 inches,2012 IV,2228.53
Specification,TV 32 inches,2012 V,2238.26
Specification,TV 32 inches,2012 VI,2248.64
Specification,TV 32 inches,2012 VII,2288.94
Specification,TV 32 inches,2012 VIII,2288.52
Specification,TV 32 inches,2012 IX,2325.03
Specification,TV 32 inches,2012 X,2317.89
Specification,TV 32 inches,2012 XI,2282.98
Specification,TV 32 inches,2012 XII,2270.87
Specification,TV 32 inches,2013 I,2261.97
Specification,TV 32 inches,2013 II,2246.44
Specification,TV 32 inches,2013 III,2189.29
Specification,TV 32 inches,2013 IV,2138.40
Specification,TV 32 inches,2013 V,2143.68
Specification,TV 32 inches,2013 VI,2145.48
Specification,TV 32 inches,2013 VII,2073.73
Specification,TV 32 inches,2013 VIII,2042.85
Specification,TV 32 inches,2013 IX,2005.00
Specification,TV 32 inches,2013 X,2007.06
Specification,TV 32 inches,2013 XI,2003.33
Specification,TV 32 inches,2013 XII,2019.65
Specification,TV 32 inches,2014 I,2032.07
Specification,TV 32 inches,2014 II,2029.00
Specification,TV 32 inches,2014 III,1987.40
Specification,TV 32 inches,2014 IV,1894.81
Specification,TV 32 inches,2014 V,1857.45
Specification,TV 32 inches,2014 VI,1840.90
Specification,TV 32 inches,2014 VII,1779.04
Specification,TV 32 inches,2014 VIII,1689.40
Specification,TV 32 inches,2014 IX,1632.61
Specification,TV 32 inches,2014 X,1623.99
Specification,TV 32 inches,2014 XI,1607.28
Specification,TV 32 inches,2014 XII,1566.83
Specification,TV 32 inches,2015 I,1109.72
Specification,TV 32 inches,2015 II,1094.27
Specification,TV 32 inches,2015 III,1097.71
Specification,TV 32 inches,2015 IV,1114.40
Specification,TV 32 inches,2015 V,1121.19
Specification,TV 32 inches,2015 VI,1126.65
Specification,TV 32 inches,2015 VII,1143.55
Specification,TV 32 inches,2015 VIII,1141.38
Specification,TV 32 inches,2015 IX,1141.95
Specification,TV 32 inches,2015 X,1152.49
Specification,TV 32 inches,2015 XI,1142.69
Specification,TV 32 inches,2015 XII,1142.22
Specification,TV 32 inches,2016 I,1134.04
Specification,TV 32 inches,2016 II,1145.61
Specification,TV 32 inches,2016 III,1149.94
Specification,TV 32 inches,2016 IV,1147.93
Specification,TV 32 inches,2016 V,1153.84
Specification,TV 32 inches,2016 VI,1146.16
Specification,TV 32 inches,2016 VII,1140.72
Specification,TV 32 inches,2016 VIII,1138.68
Specification,TV 32 inches,2016 IX,1120.87
Specification,TV 32 inches,2016 X,1116.89
Specification,TV 32 inches,2016 XI,1133.81
Specification,TV 32 inches,2016 XII,1119.47
Specification,TV 32 inches,2017 I,1100.83
Specification,TV 32 inches,2017 II,1101.31
Specification,TV 32 inches,2017 III,1102.84
Specification,TV 32 inches,2017 IV,1103.92
Specification,TV 32 inches,2017 V,1103.62
Specification,TV 32 inches,2017 VI,1118.65
Specification,TV 32 inches,2017 VII,1107.15
Specification,TV 32 inches,2017 VIII,1109.99
Specification,TV 32 inches,2017 IX,1124.34
Specification,TV 32 inches,2017 X,1145.54
Specification,TV 32 inches,2017 XI,1150.17
Specification,TV 32 inches,2017 XII,1131.30
Specification,TV 32 inches,2018 I,1110.89
Specification,TV 32 inches,2018 II,1107.14
Specification,TV 32 inches,2018 III,1107.02
Specification,TV 32 inches,2018 IV,1113.10
Specification,TV 32 inches,2018 V,1117.46
Specification,TV 32 inches,2018 VI,1100.98
Specification,TV 32 inches,2018 VII,1086.78
Specification,TV 32 inches,2018 VIII,1099.80
Specification,TV 32 inches,2018 IX,1111.30
Specification,TV 32 inches,2018 X,1094.17
Specification,TV 32 inches,2018 XI,1081.99
Specification,TV 32 inches,2018 XII,1079.06
Specification,TV 32 inches,2019 I,1058.62
Specification,TV 32 inches,2019 II,1055.47
Specification,TV 32 inches,2019 III,1042.04
Specification,TV 32 inches,2019 IV,1020.58
Specification,TV 32 inches,2019 V,1014.85
Specification,TV 32 inches,2019 VI,1027.82
Specification,TV 32 inches,2019 VII,1037.41
Specification,TV 32 inches,2019 VIII,1023.83
Specification,TV 32 inches,2019 IX,1021.68
Specification,TV 32 inches,2019 X,1017.56
Specification,TV 32 inches,2019 XI,1013.43
Specification,TV 32 inches,2019 XII,996.34
Specification,TV 32 inches,2020 I,967.00
Specification,TV 32 inches,2020 II,971.18
Specification,TV 32 inches,2020 III,967.40
Specification,TV 32 inches,2020 IV,951.37
Specification,TV 32 inches,2020 V,959.18
Specification,TV 32 inches,2020 VI,944.75
Specification,TV 32 inches,2020 VII,959.59
Specification,TV 32 inches,2020 VIII,938.93
Specification,TV 32 inches,2020 IX,937.42
Specification,TV 32 inches,2020 X,935.64
Specification,TV 32 inches,2020 XI,915.77
Specification,TV 32 inches,2020 XII,919.66
Specification,TV 32 inches,2021 I,950.88
Specification,TV 32 inches,2021 II,969.81
Specification,TV 32 inches,2021 III,971.45
Specification,TV 32 inches,2021 IV,981.54
Specification,TV 32 inches,2021 V,992.06
Specification,TV 32 inches,2021 VI,992.77
Specification,TV 32 inches,2021 VII,996.85
Specification,TV 32 inches,2021 VIII,1003.45
Specification,TV 32 inches,2021 IX,1015.82
Specification,TV 32 inches,2021 X,1048.82
Specification,TV 32 inches,2021 XI,1050.95
Specification,TV 32 inches,2021 XII,1045.01
Specification,TV 32 inches,2022 I,1076.33
Specification,TV 32 inches,2022 II,1066.69
Specification,TV 32 inches,2022 III,1061.63
Specification,TV 32 inches,2022 IV,1055.95
Specification,TV 32 inches,2022 V,1047.32
Specification,TV 32 inches,2022 VI,1044.98
Specification,TV 32 inches,2022 VII,1024.79
Specification,TV 32 inches,2022 VIII,1044.87
Specification,TV 32 inches,2022 IX,1007.03
Specification,TV 32 inches,2022 X,1004.47
Specification,TV 32 inches,2022 XI,1037.77
Specification,TV 32 inches,2022 XII,1030.77
Specification,TV 32 inches,2023 I,1068.15
Specification,TV 32 inches,2023 II,1062.06
Specification,TV 32 inches,2023 III,1080.23
Specification,Cinema ticket,2010 I,14.82
Specification,Cinema ticket,2010 II,14.89
Specification,Cinema ticket,2010 III,14.99
Specification,Cinema ticket,2010 IV,15.04
Specification,Cinema ticket,2010 V,15.08
Specification,Cinema ticket,2010 VI,15.07
Specification,Cinema ticket,2010 VII,15.06
Specification,Cinema ticket,2010 VIII,15.10
Specification,Cinema ticket,2010 IX,15.15
Specification,Cinema ticket,2010 X,15.16
Specification,Cinema ticket,2010 XI,15.21
Specification,Cinema ticket,2010 XII,15.23
Specification,Cinema ticket,2011 I,15.32
Specification,Cinema ticket,2011 II,15.43
Specification,Cinema ticket,2011 III,15.49
Specification,Cinema ticket,2011 IV,15.57
Specification,Cinema ticket,2011 V,15.56
Specification,Cinema ticket,2011 VI,15.60
Specification,Cinema ticket,2011 VII,15.56
Specification,Cinema ticket,2011 VIII,15.60
Specification,Cinema ticket,2011 IX,15.75
Specification,Cinema ticket,2011 X,15.81
Specification,Cinema ticket,2011 XI,15.88
Specification,Cinema ticket,2011 XII,15.89
Specification,Cinema ticket,2012 I,16.02
Specification,Cinema ticket,2012 II,16.05
Specification,Cinema ticket,2012 III,16.13
Specification,Cinema ticket,2012 IV,16.21
Specification,Cinema ticket,2012 V,16.24
Specification,Cinema ticket,2012 VI,16.35
Specification,Cinema ticket,2012 VII,16.42
Specification,Cinema ticket,2012 VIII,16.46
Specification,Cinema ticket,2012 IX,16.57
Specification,Cinema ticket,2012 X,16.57
Specification,Cinema ticket,2012 XI,16.62
Specification,Cinema ticket,2012 XII,16.68
Specification,Cinema ticket,2013 I,16.87
Specification,Cinema ticket,2013 II,16.87
Specification,Cinema ticket,2013 III,16.96
Specification,Cinema ticket,2013 IV,17.02
Specification,Cinema ticket,2013 V,17.06
Specification,Cinema ticket,2013 VI,17.13
Specification,Cinema ticket,2013 VII,16.97
Specification,Cinema ticket,2013 VIII,16.91
Specification,Cinema ticket,2013 IX,17.04
Specification,Cinema ticket,2013 X,17.32
Specification,Cinema ticket,2013 XI,17.30
Specification,Cinema ticket,2013 XII,17.30
Specification,Cinema ticket,2014 I,17.41
Specification,Cinema ticket,2014 II,17.49
Specification,Cinema ticket,2014 III,17.50
Specification,Cinema ticket,2014 IV,17.50
Specification,Cinema ticket,2014 V,17.55
Specification,Cinema ticket,2014 VI,17.62
Specification,Cinema ticket,2014 VII,17.71
Specification,Cinema ticket,2014 VIII,17.76
Specification,Cinema ticket,2014 IX,17.81
Specification,Cinema ticket,2014 X,17.81
Specification,Cinema ticket,2014 XI,17.83
Specification,Cinema ticket,2014 XII,17.86
Specification,Cinema ticket,2015 I,18.06
Specification,Cinema ticket,2015 II,18.10
Specification,Cinema ticket,2015 III,18.13
Specification,Cinema ticket,2015 IV,18.21
Specification,Cinema ticket,2015 V,18.22
Specification,Cinema ticket,2015 VI,18.20
Specification,Cinema ticket,2015 VII,18.27
Specification,Cinema ticket,2015 VIII,18.32
Specification,Cinema ticket,2015 IX,18.28
Specification,Cinema ticket,2015 X,18.27
Specification,Cinema ticket,2015 XI,18.31
Specification,Cinema ticket,2015 XII,18.39
Specification,Cinema ticket,2016 I,18.47
Specification,Cinema ticket,2016 II,18.57
Specification,Cinema ticket,2016 III,18.65
Specification,Cinema ticket,2016 IV,18.67
Specification,Cinema ticket,2016 V,18.71
Specification,Cinema ticket,2016 VI,18.72
Specification,Cinema ticket,2016 VII,18.72
Specification,Cinema ticket,2016 VIII,18.75
Specification,Cinema ticket,2016 IX,18.82
Specification,Cinema ticket,2016 X,18.78
Specification,Cinema ticket,2016 XI,18.89
Specification,Cinema ticket,2016 XII,19.02
Specification,Cinema ticket,2017 I,19.22
Specification,Cinema ticket,2017 II,19.28
Specification,Cinema ticket,2017 III,19.39
Specification,Cinema ticket,2017 IV,19.42
Specification,Cinema ticket,2017 V,19.44
Specification,Cinema ticket,2017 VI,19.51
Specification,Cinema ticket,2017 VII,19.54
Specification,Cinema ticket,2017 VIII,19.58
